ticker,selected_this_run,universe_tier,data_depth,bootstrap_attempted,bootstrap_status,cache_file,cache_exists_before,cache_exists_after,cache_quality_status,selected_source_path,selected_source_quality,rows_before,rows_after,rows_added,earliest_date,latest_date,latest_close,source_notes,failed_reason,updated_at
APH,TRUE,CORE_DAILY,FULL_FACTOR_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/APH.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,125.55000305175781,,,2026-05-19T11:57:59
CEG,TRUE,CORE_DAILY,FULL_FACTOR_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CEG.csv,TRUE,TRUE,,,,1085,1085,0,,2026-05-15,268.739990234375,,,2026-05-19T11:57:59
ACM,TRUE,CORE_DAILY,FULL_FACTOR_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ACM.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,72.33999633789062,,,2026-05-19T11:57:59
CAMT,TRUE,CORE_DAILY,FULL_FACTOR_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CAMT.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,170.53500366210938,,,2026-05-19T11:57:59
ASML,TRUE,CORE_DAILY,FULL_FACTOR_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ASML.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,1517.43994140625,,,2026-05-19T11:57:59
AAPL,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/AAPL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,301.3951110839844,,,2026-05-19T11:57:59
AEHR,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/AEHR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,101.18499755859375,,,2026-05-19T11:57:59
ANET,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ANET.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,144.90499877929688,,,2026-05-19T11:57:59
AVGO,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/AVGO.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,426.2049865722656,,,2026-05-19T11:57:59
AMKR,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/AMKR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,70.86000061035156,,,2026-05-19T11:57:59
AMAT,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/AMAT.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,438.6600036621094,,,2026-05-19T11:57:59
AMD,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/AMD.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,433.6300048828125,,,2026-05-19T11:57:59
AMZN,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/AMZN.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,262.1000061035156,,,2026-05-19T11:57:59
ARM,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ARM.csv,TRUE,TRUE,,,,670,670,0,,2026-05-15,212.02000427246094,,,2026-05-19T11:57:59
BE,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/BE.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,281.7550048828125,,,2026-05-19T11:57:59
BTDR,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/BTDR.csv,TRUE,TRUE,,,,1206,1206,0,,2026-05-15,13.09000015258789,,,2026-05-19T11:57:59
ACLS,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ACLS.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,155.0449981689453,,,2026-05-19T11:57:59
ACMR,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ACMR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,62.65999984741211,,,2026-05-19T11:57:59
ALAB,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ALAB.csv,TRUE,TRUE,,,,541,541,0,,2026-05-15,229.5050048828125,,,2026-05-19T11:57:59
CARR,TRUE,CANDIDATE,MEDIUM_TREND_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CARR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,64.57499694824219,,,2026-05-19T11:57:59
CRWV,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CRWV.csv,TRUE,TRUE,,,,285,285,0,,2026-05-15,109.12000274658203,,,2026-05-19T11:57:59
ENTG,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ENTG.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,133.3800048828125,,,2026-05-19T11:57:59
ETN,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ETN.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,398.5150146484375,,,2026-05-19T11:57:59
JBL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/JBL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,343.2699890136719,,,2026-05-19T11:57:59
VST,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/VST.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,138.9499969482422,,,2026-05-19T11:57:59
ZS,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ZS.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,157.75,,,2026-05-19T11:57:59
CRDO,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CRDO.csv,TRUE,TRUE,,,,1079,1079,0,,2026-05-15,175.77000427246094,,,2026-05-19T11:57:59
CRM,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CRM.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,173.23500061035156,,,2026-05-19T11:57:59
CRWD,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CRWD.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,585.030029296875,,,2026-05-19T11:57:59
CSCO,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CSCO.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,116.55999755859375,,,2026-05-19T11:57:59
D,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/D.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,62.15800094604492,,,2026-05-19T11:57:59
DDOG,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/DDOG.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,205.4499969482422,,,2026-05-19T11:57:59
ECL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ECL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,247.6300048828125,,,2026-05-19T11:57:59
ETR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ETR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,110.2699966430664,,,2026-05-19T11:57:59
FLEX,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/FLEX.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,139.8300018310547,,,2026-05-19T11:57:59
FLR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/FLR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,44.935001373291016,,,2026-05-19T11:57:59
HUBB,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/HUBB.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,480.8500061035156,,,2026-05-19T11:57:59
ICHR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ICHR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,72.83999633789062,,,2026-05-19T11:57:59
KLAC,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/KLAC.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,1840.050048828125,,,2026-05-19T11:57:59
NTAP,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/NTAP.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,119.33000183105469,,,2026-05-19T11:57:59
PANW,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/PANW.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,238.7949981689453,,,2026-05-19T11:57:59
PLTR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/PLTR.csv,TRUE,TRUE,,,,1413,1413,0,,2026-05-15,133.52000427246094,,,2026-05-19T11:57:59
CIEN,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CIEN.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,570.0599975585938,,,2026-05-19T11:57:59
CIFR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CIFR.csv,TRUE,TRUE,,,,1399,1399,0,,2026-05-15,20.584999084472656,,,2026-05-19T11:57:59
CLS,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CLS.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,363.4599914550781,,,2026-05-19T11:57:59
COHR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/COHR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,387.0899963378906,,,2026-05-19T11:57:59
CORZ,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/CORZ.csv,TRUE,TRUE,,,,580,580,0,,2026-05-15,23.815000534057617,,,2026-05-19T11:57:59
FN,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/FN.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,716.9299926757812,,,2026-05-19T11:57:59
GEV,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/GEV.csv,TRUE,TRUE,,,,536,536,0,,2026-05-15,1050.6998291015625,,,2026-05-19T11:57:59
GLW,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/GLW.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,196.875,,,2026-05-19T11:57:59
GNRC,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/GNRC.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,263.6700134277344,,,2026-05-19T11:57:59
GOOGL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/GOOGL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,396.04998779296875,,,2026-05-19T11:57:59
HPE,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/HPE.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,33.05500030517578,,,2026-05-19T11:57:59
INTC,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/INTC.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,108.62000274658203,,,2026-05-19T11:57:59
IREN,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/IREN.csv,TRUE,TRUE,,,,1127,1127,0,,2026-05-15,54.290000915527344,,,2026-05-19T11:57:59
LITE,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/LITE.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,977.6699829101562,,,2026-05-19T11:58:00
LRCX,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/LRCX.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,286.6300048828125,,,2026-05-19T11:58:00
MDB,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MDB.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,309.8800048828125,,,2026-05-19T11:58:00
META,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/META.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,612.49951171875,,,2026-05-19T11:58:00
MKSI,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MKSI.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,303.0,,,2026-05-19T11:58:00
MSFT,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MSFT.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,420.91009521484375,,,2026-05-19T11:58:00
MU,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MU.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,735.75,,,2026-05-19T11:58:00
NET,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/NET.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,197.7550048828125,,,2026-05-19T11:58:00
NOW,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/NOW.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,94.43499755859375,,,2026-05-19T11:58:00
NVDA,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/NVDA.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,228.30999755859375,,,2026-05-19T11:58:00
ON,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ON.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,113.79000091552734,,,2026-05-19T11:58:00
ORCL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/ORCL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,192.39999389648438,,,2026-05-19T11:58:00
QCOM,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/QCOM.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,199.65499877929688,,,2026-05-19T11:58:00
QQQ,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/QQQ.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,710.4000244140625,,,2026-05-19T11:58:00
SMH,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SMH.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,560.469970703125,,,2026-05-19T11:58:00
SNDK,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SNDK.csv,TRUE,TRUE,,,,315,315,0,,2026-05-15,1412.0699462890625,,,2026-05-19T11:58:00
SNOW,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SNOW.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,157.0749969482422,,,2026-05-19T11:58:00
SPY,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SPY.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,740.1525268554688,,,2026-05-19T11:58:00
STX,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/STX.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,794.3200073242188,,,2026-05-19T11:58:00
TER,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/TER.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,345.1300048828125,,,2026-05-19T11:58:00
TICKER,TRUE,RESEARCH,LIGHT_DATA,TRUE,NO_LOCAL_SOURCE_FOUND,state/v18/price_cache/TICKER.csv,FALSE,FALSE,,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,LATEST_PRICE_ONLY,0,0,0,,,,,,2026-05-19T11:58:00
TSLA,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/TSLA.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,425.57501220703125,,,2026-05-19T11:58:00
TSM,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/TSM.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,406.5849914550781,,,2026-05-19T11:58:00
TXN,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/TXN.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,305.6300048828125,,,2026-05-19T11:58:00
VRT,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/VRT.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,370.9599914550781,,,2026-05-19T11:58:00
WDC,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/WDC.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,482.9549865722656,,,2026-05-19T11:58:00
COHU,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/COHU.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,46.97999954223633,,,2026-05-19T11:58:00
DELL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/DELL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,242.02999877929688,,,2026-05-19T11:58:00
FIX,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/FIX.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,1978.800048828125,,,2026-05-19T11:58:00
FORM,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/FORM.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,126.43499755859375,,,2026-05-19T11:58:00
IGV,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/IGV.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,91.08999633789062,,,2026-05-19T11:58:00
IRDM,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/IRDM.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,41.54999923706055,,,2026-05-19T11:58:00
IYW,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/IYW.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,239.57000732421875,,,2026-05-19T11:58:00
KEYS,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/KEYS.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,351.75,,,2026-05-19T11:58:00
KLIC,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/KLIC.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,100.68000030517578,,,2026-05-19T11:58:00
MCHP,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MCHP.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,94.54499816894531,,,2026-05-19T11:58:00
MOD,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MOD.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,275.79998779296875,,,2026-05-19T11:58:00
MPWR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MPWR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,1566.31005859375,,,2026-05-19T11:58:00
MRVL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/MRVL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,179.9499969482422,,,2026-05-19T11:58:00
NVT,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/NVT.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,168.52999877929688,,,2026-05-19T11:58:00
NXPI,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/NXPI.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,291.7699890136719,,,2026-05-19T11:58:00
POWL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/POWL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,289.2900085449219,,,2026-05-19T11:58:00
PSTG,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/PSTG.csv,TRUE,TRUE,,,,1419,1419,0,,2026-05-14,83.80000305175781,,,2026-05-19T11:58:00
PWR,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/PWR.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,771.0800170898438,,,2026-05-19T11:58:00
SANM,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SANM.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,235.3300018310547,,,2026-05-19T11:58:00
SMCI,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SMCI.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,31.229999542236328,,,2026-05-19T11:58:00
SOXL,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SOXL.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,169.00999450683594,,,2026-05-19T11:58:00
SOXX,TRUE,RESEARCH,LIGHT_DATA,FALSE,CACHE_ALREADY_EXISTS,state/v18/price_cache/SOXX.csv,TRUE,TRUE,,,,1420,1420,0,,2026-05-15,513.6799926757812,,,2026-05-19T11:58:00
TICKERS,TRUE,RESEARCH,LIGHT_DATA,TRUE,NO_LOCAL_SOURCE_FOUND,state/v18/price_cache/TICKERS.csv,FALSE,FALSE,,outputs/v18/universe/V18_CURRENT_UNIVERSE_ROLLING_STATE.csv,LATEST_PRICE_ONLY,0,0,0,,,,,,2026-05-19T11:58:00
TQQQ,TRUE,RESEARCH,LIGHT_DATA,TRUE,CACHE_BOOTSTRAPPED_FROM_LATEST_ONLY,state/v18/price_cache/TQQQ.csv,FALSE,TRUE,LATEST_ONLY_LIMITED,outputs/v18/factor_pack/V18_3D_R2_CURRENT_RAW105_FACTOR_PACK_RANKING.csv,LATEST_PRICE_ONLY,0,1,1,2026-05-18,2026-05-18,74.32,,,2026-05-19T11:58:00
