ticker,normalized_ticker,no_local_data_reason,candidate_source_count,candidate_source_paths_limited,latest_price_snapshot_found,latest_price_snapshot_path,full_history_found,partial_history_found,recommended_resolution
LPLA,LPLA,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
LSCC,LSCC,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
LYB,LYB,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
LYFT,LYFT,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MA,MA,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MCK,MCK,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MELI,MELI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MNTN,MNTN,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MOH,MOH,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MPLX,MPLX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MPW,MPW,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MTSI,MTSI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
MTZ,MTZ,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NAMS,NAMS,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NFLX,NFLX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NI,NI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NRG,NRG,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NTRA,NTRA,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NU,NU,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NUVB,NUVB,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
NVAX,NVAX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
OC,OC,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
OKTA,OKTA,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
OLMA,OLMA,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
OLPX,OLPX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
OPCH,OPCH,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PATH,PATH,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PCOR,PCOR,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PCT,PCT,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PDD,PDD,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PFGC,PFGC,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PGNY,PGNY,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PI,PI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PINS,PINS,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PLUG,PLUG,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PM,PM,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PONY,PONY,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PSIX,PSIX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PTGX,PTGX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PTON,PTON,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PUMP,PUMP,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
PYPL,PYPL,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
QS,QS,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
QSR,QSR,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RBLX,RBLX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RDDT,RDDT,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RERE,RERE,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RH,RH,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RIOT,RIOT,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RKT,RKT,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RNG,RNG,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
ROKU,ROKU,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RSP,RSP,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RTX,RTX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
RVMD,RVMD,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SATS,SATS,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SCCO,SCCO,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SCHW,SCHW,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SE,SE,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SEI,SEI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SFIX,SFIX,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SFM,SFM,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SHOP,SHOP,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SHW,SHW,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SITM,SITM,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SMTC,SMTC,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SNPS,SNPS,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SOLS,SOLS,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
SPOT,SPOT,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
STG,STG,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
STM,STM,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
STUB,STUB,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TEAM,TEAM,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TEVA,TEVA,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TICKER,TICKER,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TICKERS,TICKERS,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TIGR,TIGR,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TLN,TLN,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TSEM,TSEM,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TTD,TTD,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TTMI,TTMI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TTWO,TTWO,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TWLO,TWLO,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
TWST,TWST,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
U,U,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
UAL,UAL,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
UBER,UBER,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
UNH,UNH,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
UPST,UPST,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
USFD,USFD,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
V,V,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VEEV,VEEV,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VIAV,VIAV,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VIST,VIST,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
VMC,VMC,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WAB,WAB,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WDAY,WDAY,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WHR,WHR,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WING,WING,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WLK,WLK,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WOLF,WOLF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WULF,WULF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WVE,WVE,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WWD,WWD,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
WYFI,WYFI,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XENE,XENE,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XLF,XLF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XPO,XPO,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
XYZ,XYZ,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
YPF,YPF,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
Z,Z,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
ZG,ZG,NO_CANDIDATE_SOURCE_FOUND,0,,FALSE,,FALSE,FALSE,NEED_FULL_HISTORY_BACKFILL
