component,source_file,exists,row_count,parse_status,status_value,note
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23A_R1_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_23A_R1_UNIVERSE_COUNT_DRIFT_RECONCILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23A_ROLLING_COVERAGE_CONTROLLER_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23A_STABLE_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_23A_STABLE_SNAPSHOT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23B_R1_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23B_R1_ROLLING_COVERAGE_WATCHDOG_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23B_R2_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23B_R2_WATCHDOG_FORCE_ELIGIBILITY_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23B_R3_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_23B_R3_LOCAL_SCAN_SKIP_DIAGNOSTICS_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23B_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23B_ROLLING_SCAN_EXECUTOR_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_R1_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23C_R1_STAGED_BACKFILL_QUALITY_AUDIT_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_R2_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_23C_R2_OFFICIAL_FULL_HISTORY_INTEGRATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_R3_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23C_R3_OFFICIAL_CACHE_LEDGER_RETEST_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_R4_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23C_R4_CONTROLLED_STAGED_BACKFILL_BATCH2_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_R5_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23C_R5_BATCH2_STAGED_BACKFILL_QUALITY_AUDIT_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_R6_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_23C_R6_OFFICIAL_BATCH2_FULL_HISTORY_INTEGRATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_R7_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_23C_R7_BATCH2_ROLLING_LEDGER_RETEST_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_23C_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_23C_CONTROLLED_STAGED_BACKFILL_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_24A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_24A_DYNAMIC_SCORE_TIER_MIGRATION_LIMITED_SOURCE,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_24B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_24B_TIER_MIGRATION_OPERATOR_HOMEPAGE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R10_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R10_OFFICIAL_MARKET_PROXY_INTEGRATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R11_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R11_FULL_COMPATIBLE_TECHNICAL_TIMING_REFRESH_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R12_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R12_TECHNICAL_TIMING_CURRENT_MERGE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R13_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R13_TARGETED_FACTOR_PACK_REFRESH_STAGED_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R14_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R14_FACTOR_PACK_CURRENT_MERGE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R15_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R15_POST_PROMOTION_VALIDATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R16_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R16_BATCH3_CANDIDATE_SELECTION_PLAN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R17_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R17_BATCH3_STAGED_BACKFILL_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R18_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R18_BATCH3_STAGED_QUALITY_GATE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R19_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R19_OFFICIAL_BATCH3_FULL_HISTORY_INTEGRATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R1_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R1_DEGRADED_DAILY_OUTPUT_REVIEW_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R20_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R20_BATCH3_ROLLING_LEDGER_UPDATE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R21_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R21_SAME_DAY_FREEZE_REPLACED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R22_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R22_ROLLING_MULTI_RUN_CONTINUATION_PLAN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R22B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R22B_ROLLING_REFRESH_PLAN_EXECUTED_LEDGER_UPDATED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R23_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R23_MISSING_CACHE_BACKFILL_PLAN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R23B_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R23B_PARTIAL_FETCH_FAILURE,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R23C_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R23C_ZERO_FULL_HISTORY_CANDIDATES,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R23D_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R23D_OFFICIAL_PRICE_CACHE_INTEGRATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R23E_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R23E_ROLLING_LEDGER_UPDATED_AFTER_PRICE_INTEGRATION,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R24_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R24_REFRESH_READINESS_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R25_SOURCE_SCRIPT_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R25A_BROKEN_SCRIPT_UNPATCHED_BUT_EXCLUDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R25B_STAGED_FACTOR_TECHNICAL_ROWS_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25C_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R25C_STAGED_VALIDATION_MERGE_PLAN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25D_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R25D_OFFICIAL_FACTOR_TECHNICAL_MERGE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25E_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R25E_POST_MERGE_VALIDATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25F_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R25F_CLASSIFICATION_APPROXIMATION_USED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R25G_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R25G_RANKED_CANDIDATES_PROMOTED_TO_CURRENT,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R26A_R1_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R26A_FORWARD_RETURN_NOT_YET_FILLABLE,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R26A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R26A_FORWARD_RETURN_NOT_YET_FILLABLE,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R26B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R26B_FORWARD_RETURN_FILLER_READINESS_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27A_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27A_PARTIAL_HISTORY_MATURITY_RECHECK_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27B_MATURE_PARTIAL_POLICY_REVIEW_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27C_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27C_CONTROLLED_PARTIAL_MATURE_INTEGRATION_DRYRUN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27D_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27D_PARTIAL_MATURE_PRICE_CACHE_LEDGER_INTEGRATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27E_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27E_POST_INTEGRATION_DOWNSTREAM_READINESS_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27F_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27F_STAGED_FACTOR_TECHNICAL_ROWS_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27G_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27G_STAGED_VALIDATION_MERGE_PLAN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27H_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27H_OFFICIAL_FACTOR_TECHNICAL_MERGE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27I_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27I_CANDIDATE_READINESS_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27J_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27J_RANKED_CANDIDATES_PREVIEW_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27K_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27K_RANKED_CANDIDATES_PROMOTION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R27L_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R27L_POST_PROMOTION_VALIDATION_SIGNAL_FREEZE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R2_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R2_TIER_MIGRATION_SOURCE_ALIAS_REPAIR_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R3_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R3_POST_INTEGRATION_PROMOTION_BLOCKER_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R4_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R4_FACTOR_TECHNICAL_REFRESH_READINESS_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R5_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R5_TARGETED_TECHNICAL_TIMING_REFRESH_DRYRUN_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R6_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R6_MARKET_PROXY_SOURCE_TRACE_POLICY_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R7_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_25A_R7_LOCAL_MARKET_PROXY_COVERAGE_REPAIR_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R8_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R8_CONTROLLED_STAGED_VIX_BACKFILL_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_25A_R9_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_25A_R9_STAGED_VIX_QUALITY_PROMOTION_GATE_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_28A_R1_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_28A_R1_THEME_MAP_BOOTSTRAP_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_28A_R2_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_28A_R2_REMAINING_UNKNOWN_THEME_PATCH_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_28A_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_28A_THEME_CLASSIFICATION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_28B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_28B_RECOMMENDATION_TIERS_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_28C_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_28C_RECOMMENDATION_TIER_CALIBRATION_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_28D_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_28D_RECOMMENDATION_TIER_RULE_CALIBRATION_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_29A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_29A_BACKTEST_READINESS_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_29B_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_29B_LIMITED_SIGNAL_FREEZE_BACKTEST_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_29C_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_29C_DAILY_RECOMMENDATION_TIER_SNAPSHOT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_30A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_30A_DAILY_OPERATOR_CONTROL_CENTER_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_30B_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_30B_DAILY_COMMAND_COMPATIBILITY_GUARD_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_30C_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_30C_OPERATOR_CONTROL_CENTER_LATEST_FREEZE_PATCH_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_30D_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_30D_SAME_DAY_SIGNAL_FREEZE_REPLACE_POLICY_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_30E_READ_FIRST.txt,YES,0,OK_TEXT,FAIL_V18_30E_SAFE_DAILY_OPERATOR_SEQUENCE_FAILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_31A_STATIC_BUYABILITY_GATE_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31B_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_31B_MANUAL_POSITION_SIZING_POLICY_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31C_R1_READ_FIRST.txt,YES,0,OK_TEXT,FAIL_V18_31C_MOOMOO_COST_SLIPPAGE_CONSTRAINT_FAILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31C_READ_FIRST.txt,YES,0,OK_TEXT,FAIL_V18_31C_MOOMOO_COST_SLIPPAGE_CONSTRAINT_FAILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31D_READ_FIRST.txt,YES,0,OK_TEXT,FAIL_V18_31D_ACCOUNT_AWARE_MANUAL_TRADE_PLAN_FAILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31E_READ_FIRST.txt,YES,0,OK_TEXT,FAIL_V18_31E_DAILY_TRADE_PLAN_SNAPSHOT_FAILED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31F_R1_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_31F_R1_NON_TRADING_DAY_REUSE_LATEST_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31F_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_31F_R1_NON_TRADING_DAY_REUSE_LATEST_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31G_R1_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_31G_R1_UNSUPPORTED_SIGNAL_DATE_LEDGER_CLEAN,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_31G_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_31G_TRADING_DAY_SIGNAL_DATE_BLOCKED_REUSE_LATEST,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_32A_READ_FIRST.txt,YES,0,OK_TEXT,WARN_V18_32A_MANUAL_ACCOUNT_STATE_TEMPLATE_REVIEW_NEEDED,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_32B_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_32B_CODEX_CONTEXT_COMPRESSION_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_32C_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_32C_CONTEXT_CONSISTENCY_AUDIT_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_32D_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_32D_FREEZE_REPAIR_READY,DISCOVERED_READ_FIRST
discovered_read_first,D:\us-tech-quant\outputs\v18\ops\V18_33A_READ_FIRST.txt,YES,0,OK_TEXT,OK_V18_33A_CHINESE_DAILY_HOMEPAGE_READY,DISCOVERED_READ_FIRST
